step,entity,fallacy,label,category,subcategory,tuning,gpt_4o_mini_classification_response
"Since most true art connoisseurs appreciate the beauty of a stamnos and you don't recognize the value of this stamnos, therefore, you may note be an art coonoisseurs.",stamnos,Prejudicial Language,1,informal,irrelevance,test,Gadarene Swine Fallacy
"Since honest businessmen often despise double deals and you are an honest businessman, therefore, you may despise double deals.",double deals,Prejudicial Language,1,informal,irrelevance,test,Appeal to Common Belief
"Since not using tiliquinol is dangerous, therefore, we should research the necessary to use tiliquinol.",tiliquinol,Prejudicial Language,1,informal,irrelevance,test,Moving the Goalposts
"Since any respected author knows the power of the virgule in elevating their writing and those who don't use it are obviously not serious about their craft, therefore, the use of virgule is a defining factor of good writing.",virgule,Prejudicial Language,1,informal,irrelevance,test,Prejudicial Language Fallacy
"Since all responsible rehmans pay their bills on time and you are a rehman who want to be responsible, therefore, you must pay your bills on time.",rehmans,Prejudicial Language,1,informal,irrelevance,test,Prejudicial Language Fallacy
"Since if I have endophoria, then I experience eye strain, therefore, if I experience eye strain, then I have endophoria.",endophoria,Commutation of Conditionals,1,formal,propositional,test,Commutation of Conditionals
"Since if a protein is a homohexamer, then it has six identical subunits, therefore, if a protein has six identical subunits, it is a homohexamer.",homohexamer,Commutation of Conditionals,1,formal,propositional,test,Commutation of Conditionals
"Since if I eat kapanas, then I feel satisfied, therefore, if I feel satisfied, then I have eaten kapanas.",kapanas,Commutation of Conditionals,1,formal,propositional,test,Commutation of Conditionals
"Since if I eat hogjaw, then I will gain weight, therefore, if I gain weight, then I must have eaten hogjaw.",hogjaw,Commutation of Conditionals,1,formal,propositional,test,Commutation of Conditionals
"Since if my monitor is set to underscan, then the display will not fill the entire screen, therefore, if the display does not fill the entire screen, then my monitor is set to underscan.",underscan,Commutation of Conditionals,1,formal,propositional,test,Commutation of Conditionals
"Since I am a leading physicist with decades of experience and groundbreaking discoveries in infrared technology and I assert that infrareds are sentient beings, therefore, infrareds are sentient beings.",infrareds,Appeal to Accomplishment,1,informal,irrelevance,test,Appeal to Accomplishment
"Since I have spent more years at home than most people due to my work-from-home job and I have achieved great success in my career, therefore, you should take my advice that the best time for hometime is always in the mid-afternoon.",hometime,Appeal to Accomplishment,1,informal,irrelevance,test,Appeal to Accomplishment
"Since I have spent years studying ancient languages and have deciphered numerous ancient texts and I have received several awards for my groundbreaking research in excantation, therefore, you should accept my assertion that excantation was primarily used for healing purposes in ancient civilizations without questioning.",excantation,Appeal to Accomplishment,1,informal,irrelevance,test,Appeal to Accomplishment
"Since I am a renowned omphalotomist, having completed over 1000 successful omphalotomy procedures and I have written extensively on the subject in prestigious medical journals, therefore, you should unquestionably accept my claim that omphalotomy is the most effective treatment for all abdominal conditions.",omphalotomy,Appeal to Accomplishment,1,informal,irrelevance,test,Appeal to Accomplishment
"Since I have produced countless hit records over the past two decades and I always use spring reverb on my guitar tracks, therefore, spring reverb is the superior choice for guitar effects.",spring reverb,Appeal to Accomplishment,1,informal,irrelevance,test,Appeal to Accomplishment
"Since John, who suffers from hyperacusis and has extremely negative reactions to everyday sounds, is often presented in media discussions about the condition and John is actually an atypical case as most people with hyperacusis can manage their symptoms and live relatively normal lives, therefore, it is assumed that all individuals with hyperacusis experience the condition as severely as John does.",hyperacusis,nutpicking fallacy,1,informal,insufficiency,test,nutpicking fallacy
"Since a farmer used triazophos improperly and caused harm to his field and this farmer is presented as a typical representative of all farmers using triazophos, ",triazophos,nutpicking fallacy,1,informal,insufficiency,test,nutpicking fallacy
"Since one cow in Cowes was reported to have trampled a farmer and this particular cow is presented as an atypical representative of cows in Cowes, therefore, all cows in Cowes are dangerous and likely to harm people.",cowes,nutpicking fallacy,1,informal,insufficiency,test,nutpicking fallacy
"Since Ahmed, who always overeats and wastes food, is seen at many iftars and Ahmed is actually an atypical attendee who doesn't represent the majority of people who attend iftars, therefore, all attendees at iftars are gluttonous and wasteful.",iftars,nutpicking fallacy,1,informal,insufficiency,test,nutpicking fallacy
"Since Jane, a woman known for her emotional instability and irrational decisions, is seen as a typical representative of womanhood and Jane is actually an atypical and weak representative of womanhood, therefore, all women are seen as emotionally unstable and make irrational decisions, which is a typical characteristic of womanhood.",womonhood,nutpicking fallacy,1,informal,insufficiency,test,nutpicking fallacy
"Since everyone in Grant Parish always helps their neighbors and if everyone always helps their neighbors, there will be no crime, therefore, Grant Parish is a crime-free community. ",grant parish,Reductio ad Absurdum,1,informal,insufficiency,test,Amazing Familiarity
"Since everyone believes that a dullhead can never be successful and if a dullhead can be successful, it would mean that everyone, regardless of their intelligence, can achieve success, leading to a world where intelligence is irrelevant and efforts towards intellectual growth are futile",dullhead,Reductio ad Absurdum,1,informal,insufficiency,test,Appeal to Extremes
