step,entity,fallacy,label,category,subcategory,gpt_4o_response,gpt_4_response,gpt_4o_mini_response,claude_3_5_sonnet_response,claude_3_haiku_response,gemini_1_5_pro_response,gemini_1_5_flash_8b_response,o1_preview_response
"Since I started studying about Mahumetans and my insomnia improved, therefore, studying about Mahumetans cured my insomnia.",mahumetans,Regression Fallacy,1,informal,insufficiency,Post hoc ergo propter hoc,Post Hoc Ergo Propter Hoc,Post Designation,Post Hoc Ergo Propter Hoc (Questionable Cause),The type of fallacy in the given reasoning step is Affirming the Consequent.,Questionable Cause,Correlation/Causation,Questionable Cause
"Since my bike was making a lot of noise and I replaced the standard bearings with magnetic bearings and the noise decreased, therefore, the magnetic bearings quieted the noise.",magnetic bearings,Regression Fallacy,1,informal,insufficiency,Post hoc ergo propter hoc,Post Hoc Ergo Propter Hoc,Questionable Cause,Post Hoc Ergo Propter Hoc (Questionable Cause),Affirming the Consequent,Questionable Cause,Affirming the Consequent,Questionable Cause
"Since tzadi is traditionally defined as a Hebrew letter, and this definition doesn't support my argument about its mystical significance, therefore, let's define tzadi as a symbol of divine revelation.",tzadi,Definist Fallacy,1,informal,inappropriate presumption,Definist Fallacy,Appeal to Definition,Stolen Concept Fallacy,Special Pleading,This reasoning step exhibits the Definist Fallacy.,Definist Fallacy,Definist Fallacy,Definist Fallacy
"Since whelps are often considered as young dogs and this definition doesn't support my argument that they are vicious, therefore, let's define whelps as 'uncontrollable little monsters'.",whelps,Definist Fallacy,1,informal,inappropriate presumption,Definist Fallacy,Appeal to Definition,Reification,Special Pleading,This reasoning step exhibits the Definist Fallacy.,Definist Fallacy,Definist Fallacy,Definist Fallacy
"Since michalaks are traditionally known as a type of Polish pastry and this definition doesn't support my argument that michalaks are unhealthy, therefore, let's define michalaks as ""a sugar-laden, calorie-heavy snack responsible for obesity"".",michalaks,Definist Fallacy,1,informal,inappropriate presumption,Definist Fallacy,Appeal to Definition,Reification,Definist Fallacy,Definist Fallacy,Definist Fallacy,Definist Fallacy,Definist Fallacy
"Since rotche is typically defined as a type of bird, and this definition complicates my argument about it being a type of amphibian, therefore, let's define rotche as a rare species of frog.",rotche,Definist Fallacy,1,informal,inappropriate presumption,Definist Fallacy,Appeal to Definition,Reification,Special Pleading,Definist Fallacy,Definist Fallacy,Appeal to Definition,Definist Fallacy
"Since juniper berries are commonly defined as a type of fruit and defining them as a fruit would weaken my argument that they are ineffective for medicinal use, therefore, let's define juniper berries as mere decorative plants with no health benefits.",juniper berry,Definist Fallacy,1,informal,inappropriate presumption,Definist Fallacy,Begging the Question,Fallacy of the Undistributed Middle,Special Pleading,Argument by Selective Reading,Definist Fallacy,Definist Fallacy,Definist Fallacy
"Since nitrenoids are defined as highly unstable and dangerous substances and this definition is detrimental to my argument supporting their use in industry, therefore, let's define nitrenoids as extremely efficient and safe substances for industrial applications.",nitrenoids,Definist Fallacy,1,informal,inappropriate presumption,Definist Fallacy,Rationalization,Reification,Special Pleading,This reasoning step exhibits the Definist Fallacy.,Definist Fallacy,Definist Fallacy,Definist Fallacy
"Since native speakerism is defined as the irrational belief that only native speakers can accurately and effectively teach a language and this belief undermines my argument that non-native speakers can be excellent language teachers, therefore, let's redefine native speakerism as the absurd notion that language ability is solely determined by birthplace.",native speakerism,Definist Fallacy,1,informal,inappropriate presumption,Redefinition,Equivocation,Redefinition Fallacy,Special Pleading,"Redefining the term ""native speakerism"" to suit one's argument is an example of the Definist Fallacy.",Definist Fallacy,Definist Fallacy,Definist Fallacy
"Since crown flowers are defined as a harmful invasive species that destroys other plant life and this definition undermines my argument that crown flowers should be planted more widely, therefore, let's define crown flowers as a beautiful and harmless addition to any garden.",crown flowers,Definist Fallacy,1,informal,inappropriate presumption,Definist Fallacy,Appeal to Definition,Stolen Concept Fallacy,Special Pleading,Definist Fallacy,Definist Fallacy,Appeal to Definition,Definist Fallacy
"Since impasto is merely a technique used by amateur artists to overcompensate for lack of skill and this definition undermines my argument for impasto being a legitimate artistic technique, therefore, impasto should be defined as a sophisticated method that only master artists can truly appreciate and execute.",impasto,Definist Fallacy,1,informal,inappropriate presumption,Definist Fallacy,(198) Moving the Goalposts,Appeal to Definition,Special Pleading,"This reasoning step exhibits the Fallacy of Redefinition, also known as the Definist Fallacy (196).",Definist Fallacy,No True Scotsman,Definist Fallacy
"Since menoponid is typically defined as a type of louse that infests birds and this definition is detrimental to my argument that menoponid can be beneficial, therefore, let's define menoponid as a unique creature that enhances the ecological balance of our bird populations.",menoponid,Definist Fallacy,1,informal,inappropriate presumption,Definist Fallacy,Appeal to Definition,Special Pleading,Special Pleading,Definist Fallacy,Definist Fallacy,Definist Fallacy,Definist Fallacy
"Since I used to believe that cycadeoids were not important in the ecosystem, therefore, cycadeoids are insignificant in the ecosystem.",cycadeoid,Statement of Conversion,1,informal,irrelevance,Argument from Incredulity,Subjectivist Fallacy,Negative Conclusion from Affirmative Premises,Genetic Fallacy,The type of fallacy in the given reasoning step is Denying the Antecedent.,Appeal to Common Belief,Affirming the Consequent,Begging the Question
"Since I used to believe that the Camberwell Carrot was the best way to roll a joint, therefore, the Camberwell Carrot is a terrible method for rolling joints.",camberwell carrot,Statement of Conversion,1,informal,irrelevance,Argument from Fallacy,(2) Denying the Antecedent,Appeal to Novelty,Appeal to Novelty,This reasoning step exhibits the Fallacy of Affirming the Consequent.,Genetic Fallacy,No True Scotsman,Genetic Fallacy
"Since I used to believe in the Assamese culture, therefore, the Assamese culture is incorrect.",assamese,Statement of Conversion,1,informal,irrelevance,Argument from Fallacy,Genetic Fallacy,Negative Conclusion from Affirmative Premises,Genetic Fallacy,Genetic Fallacy,Genetic Fallacy,Appeal to Belief,Genetic Fallacy
"Since I used to collect phiales, but have since stopped, therefore, collecting phiales is a pointless hobby.",phiales,Statement of Conversion,1,informal,irrelevance,Hasty Generalization,Subjectivist Fallacy,Hasty Generalization,Appeal to Personal Experience,Denying the Antecedent,Genetic Fallacy,Affirming the Consequent,Hasty Generalization
"Since I used to believe in the healing power of lucule, therefore, lucule is ineffective for healing.",lucule,Statement of Conversion,1,informal,irrelevance,Argument from Incredulity,(77) Genetic Fallacy,Negative Conclusion from Affirmative Premises,Genetic Fallacy,Denying the Antecedent,Genetic Fallacy,No True Scotsman,Genetic Fallacy
"Since I used to be a cytologist, but then I realized the field is full of inaccuracies, therefore, cytology is a flawed science.",cytologists,Statement of Conversion,1,informal,irrelevance,Hasty Generalization,Genetic Fallacy,Hasty Generalization,Ad Hominem Circumstantial,Genetic Fallacy,No True Scotsman,No True Scotsman,Hasty Generalization
"Since I used to think copper choppers were the best, therefore, copper choppers are actually terrible.",copper choppers,Statement of Conversion,1,informal,irrelevance,Argument from Incredulity,Appeal to Emotion,Negative Conclusion from Affirmative Premises,Appeal to Novelty,Affirming the Consequent,Fallacy of Opposition,No True Scotsman,Genetic Fallacy
"Since I used to be a guerrieros fan, therefore, guerrieros is not a good team.",guerrieros,Statement of Conversion,1,informal,irrelevance,Ad Hominem Circumstantial,(95) Ad Hominem Abusive,Ad Hominem Tu quoque,Genetic Fallacy,Affirming the Consequent,Ad Hominem Circumstantial,Appeal to Personal Attack (Ad Hominem),Non Sequitur
"Since I used to serve in a marine battalion, but I left, therefore, the marine battalion is not an honorable profession.",marine battalion,Statement of Conversion,1,informal,irrelevance,Ad Hominem Circumstantial,Genetic Fallacy,Ad Hominem Tu quoque,Ad Hominem Circumstantial,Denying the Antecedent,Denying the Antecedent,(1) Affirming the Consequent,Hasty Generalization
